Offering_ID,Supplier,Title,Original_Comment,Extracted_Bulk_String,Status
415,Lapismundi,Bergkristall Cabochon Anhänger transparent seitlich gebohrt,"Menge	Rabatt	Preis / Einheit 5 - 9	14%	2,99 € 10 - 19	29%	2,49 € 20 - 39	43%	1,99 € 40+	49%	1,79 €","5|Stk|2.99|-14%
10|Stk|2.49|-29%
20|Stk|1.99|-43%",REVIEW_NEEDED
416,pureEnergy,Bergkristall Cabochon Anhänger transparent seitlich gebohrt,"Copied from offering 415: Menge	Rabatt	Preis / Einheit 5 - 9	14%	2,99 € 10 - 19	29%	2,49 € 20 - 39	4...","5|Stk|2.99|-14%
10|Stk|2.49|-29%
20|Stk|1.99|-43%",REVIEW_NEEDED
444,Lapismundi,Bergkristall Herz Ø ca. 25 mm aus Brasilien,Es handelt sich um ein Naturprodukt und jedes Herz ist ein Unikat. Daher sind kleinste Abweichungen ...,5|Stk|1.49|-25%,REVIEW_NEEDED
452,Lapismundi,"Turmalin schwarz | Schörl Cabochon Anhänger seitlich gebohrt, Rabatte","Menge	Rabatt	Preis / Einheit 5 - 9	17%	4,99 € 10 - 19	33%	3,99 € 20+	42%	3,49 €","5|Stk|4.99|-17%
10|Stk|3.99|-33%",REVIEW_NEEDED
453,pureEnergy,"Turmalin schwarz | Schörl Cabochon Anhänger seitlich gebohrt, Rabatte","Copied from offering 452: Menge	Rabatt	Preis / Einheit 5 - 9	17%	4,99 € 10 - 19	33%	3,99 € 20+	42%	3...","5|Stk|4.99|-17%
10|Stk|3.99|-33%",REVIEW_NEEDED
479,Lapismundi,Hämatit | Blutstein Herz Ø ca. 25 mm aus Brasilien,"Menge	Rabatt	Preis / Einheit 5 - 9	13%	1,29 € 10+	34%	0,99 €",5|Stk|1.29|-13%,REVIEW_NEEDED
480,pureEnergy,Hämatit | Blutstein Herz Ø ca. 25 mm aus Brasilien,"Copied from offering 479: Menge	Rabatt	Preis / Einheit 5 - 9	13%	1,29 € 10+	34%	0,99 €",5|Stk|1.29|-13%,REVIEW_NEEDED
481,Lapismundi,1 Paar Hämatit Magnete in Oliven Form singende Steine Länge ca. 60 mm,"Menge	Rabatt	Preis / Einheit 5 - 9	17%	2,49 € 10+	27%	2,19 €",5|Stk|2.49|-17%,REVIEW_NEEDED
482,pureEnergy,1 Paar Hämatit Magnete in Oliven Form singende Steine Länge ca. 60 mm,"Copied from offering 481: Menge	Rabatt	Preis / Einheit 5 - 9	17%	2,49 € 10+	27%	2,19 €",5|Stk|2.49|-17%,REVIEW_NEEDED
505,Lapismundi,Tigerauge rot Cabochon Anhänger seitlich gebohrt,"Menge	Rabatt	Preis / Einheit 5 - 9	17%	2,49 € 10+	23%	2,29 €",5|Stk|2.49|-17%,REVIEW_NEEDED
506,pureEnergy,Tigerauge rot Cabochon Anhänger seitlich gebohrt,"Copied from offering 505: Menge	Rabatt	Preis / Einheit 5 - 9	17%	2,49 € 10+	23%	2,29 €",5|Stk|2.49|-17%,REVIEW_NEEDED
511,Lapismundi,Tigerauge – Massagestab rund Länge 90 – 95 mm Griffel für Reflexzonen Massage,"Menge	Rabatt	Preis / Einheit 5 - 9	10%	8,99 € 10+	20%	7,99 €",5|Stk|8.99|-10%,REVIEW_NEEDED
512,pureEnergy,Tigerauge – Massagestab rund Länge 90 – 95 mm Griffel für Reflexzonen Massage,"Copied from offering 511: Menge	Rabatt	Preis / Einheit 5 - 9	10%	8,99 € 10+	20%	7,99 €",5|Stk|8.99|-10%,REVIEW_NEEDED
513,Lapismundi,Tigerauge Herz Ø ca. 25 mm aus Südafrika,"Menge	Rabatt	Preis / Einheit 5 - 9	13%	1,29 € 10+	34%	0,99 €",5|Stk|1.29|-13%,REVIEW_NEEDED
514,pureEnergy,Tigerauge Herz Ø ca. 25 mm aus Südafrika,"Copied from offering 513: Menge	Rabatt	Preis / Einheit 5 - 9	13%	1,29 € 10+	34%	0,99 €",5|Stk|1.29|-13%,REVIEW_NEEDED
531,Lapismundi,Tigerauge rot Anhänger mit silberner Öse,"Menge	Rabatt	Preis / Einheit 5 - 9	25%	1,49 € 10+	50%	0,99 €",5|Stk|1.49|-25%,REVIEW_NEEDED
532,Lapismundi,Tigerauge Anhänger mit silberner Öse,"Menge	Rabatt	Preis / Einheit 5 - 9	25%	1,49 € 10+	50%	0,99 € Copied from offering 531",5|Stk|1.49|-25%,REVIEW_NEEDED
533,pureEnergy,Tigerauge Anhänger mit silberner Öse,"Copied from offering 532: Menge	Rabatt	Preis / Einheit 5 - 9	25%	1,49 € 10+	50%	0,99 € Copied from ...",5|Stk|1.49|-25%,REVIEW_NEEDED
538,Lapismundi,Labradorit Herz – Anhänger hell mit silberner Öse,"Menge	Rabatt	Preis / Einheit  5 - 9	34%	0,99 € 10+	40%	0,89 €",5|Stk|0.99|-34%,REVIEW_NEEDED
539,pureEnergy,Labradorit Herz – Anhänger hell mit silberner Öse,"Copied from offering 538: Menge	Rabatt	Preis / Einheit  5 - 9	34%	0,99 € 10+	40%	0,89 €",5|Stk|0.99|-34%,REVIEW_NEEDED
558,Lapismundi,Labradorit Spitze | Doppelender Anhänger mit silberner Öse,"Menge	Rabatt	Preis / Einheit 5 - 9	29%	2,49 € 10+	43%	1,99 €",5|Stk|2.49|-29%,REVIEW_NEEDED
559,pureEnergy,Labradorit Spitze | Doppelender Anhänger mit silberner Öse,"Copied from offering 558: Menge	Rabatt	Preis / Einheit 5 - 9	29%	2,49 € 10+	43%	1,99 €",5|Stk|2.49|-29%,REVIEW_NEEDED
575,Rubinland,rotes Tigerauge Trommelsteine aus Süd-Afrika 1kg,"Ab 2,5 kg: 20,80€ pro kg","2,5|kg|20.80",REVIEW_NEEDED
576,pureEnergy,rotes Tigerauge Trommelsteine aus Süd-Afrika 1kg,"Copied from offering 575: Ab 2,5 kg: 20,80€ pro kg","2,5|kg|20.80",REVIEW_NEEDED
577,Rubinland,Turmalin / Schörl Trommelsteine aus Indien XL 1kg,"Ab 2,5 kg: 33,80 € pro Kg","2,5|kg|33.80",REVIEW_NEEDED
578,pureEnergy,Turmalin / Schörl Trommelsteine aus Indien XL 1kg,"Copied from offering 577: Ab 2,5 kg: 33,80 € pro Kg","2,5|kg|33.80",REVIEW_NEEDED
580,Rubinland,Amazonit Trommelsteine aus China 1kg,"Ab 2,5 kg: 27,00 € pro Kg","2,5|kg|27.00",REVIEW_NEEDED
581,pureEnergy,Amazonit Trommelsteine aus China 1kg,"Copied from offering 580: Ab 2,5 kg: 27,00 € pro Kg","2,5|kg|27.00",REVIEW_NEEDED
582,Stenzhorn Edelsteine Großhandel,"Amethyst-Stufen Base A Urug. 0,2-0,3kg (B1)","Ab 5 Stück: € 9,80",5|Stk|9.80,REVIEW_NEEDED
583,Stenzhorn Edelsteine Großhandel,"Amethyst-Stufen Base A Urug. 0,3-0,4kg (B1)","Ab 5 Stück: € 13,50",5|Stk|13.50,REVIEW_NEEDED
